listing_id,title,property_type,listing_type,construction_status,price,advertised_price,bedrooms,bathrooms,parking_spaces,land_size,description,features,status,date_sold,classic_project,agency_id,agent_id,address_id
131647042,Stewarts Road Stunner!,house,sold,established,"$460,000",400k_500k,3,1,2,1873 m2,"This character filled country cottage makes the perfect family home. On a huge, leafy allotment of 1800m2 approx in one of Tawonga South’s most popular streets, the home offers a recently renovated kitchen, two living areas, renovated bathroom and three bedrooms all with built in robes.<br/><br/>Home chefs will rejoice at the stunning 6 burner gas range cooker, with a butchers block & ample bench & storage space overlooking the adjoining living/dining, complete with floorboards & french doors opening onto an entertainment deck and garden oasis.<br/><br/>The second living area features a fan forced wood fire, ducted to provide warmth to the other end of the house. Two split systems provide additional heating & cooling.<br/>The bathroom is modern with walk in shower, with separate toilet and laundry areas.<br/><br/>A double garage and additional garden shed provide storage for cars, boats, firewood, etc. Established trees surround the home, giving privacy and greenery as far as the eye can see.<br/><br/>The location can’t be beaten - quiet and peaceful yet with all of Tawonga South’s best restaurants, cafe’s & eateries within minutes walk. <br/><br/>The land may have potential for further development, subject to council approval or simply enjoy the amazing sense of space right in the heart of town.<br/><br/><br/><br/><br/><br/><br/>Disclaimer: All the information contained on this ad has been sourced from third parties that Mountain Creek Property Management believes to be reliable and accurate and is given in good faith. However, Mountain Creek Property Management has not been able to have all the information verified and the information may not be complete or accurate for individual circumstances.","['Deck', 'Garage: 2', 'Air Conditioning', 'Dishwasher', 'Floorboards', 'Living Areas: 2', 'Open Fireplace', 'Split-system Air Conditioning', 'Workshop']",sold,2020-02-24,False,EFSGQK,['2264082'],5-Stewarts-Road-Tawonga-South-Vic-3698
132511994,Endless Opportunities,house,sold,established,"$445,000",,3,2,3,821 m2,"Introducing 7 Braeside Court, Tawonga South to the market.<br/><br/>This property offers both a 3-bedroom residence, and an additional fully self-contained unit with separate access. Perfect for a potential holiday let, teenage retreat or the options are endless.<br/><br/>The split-level cedar home features open plan kitchen/dining overlooking the rear deck, capturing stunning views of Mount Bogong.<br/><br/>Country style timber kitchen with dishwasher, electric cooking and ample bench space.<br/><br/>Large character filled living area with high ceilings and timber beams, serviced by wood heating and reverse cycle heating/cooling.<br/><br/>Comprising 3 bedrooms, all generous in size, with built in robes, ensuite and external access from the master. Main bathroom with double sinks and full bath.<br/><br/>The separate unit offers open plan living, kitchenette, electric wall panel heating, ensuite and seperate access.<br/><br/>Single carport plus two bay cedar/colorbond garage/workshop, fully lined, concreted and powered. Additional workshop fully concreted and powered, with work benches.<br/><br/>Located in a quiet court location, set on a generous sized 821m2 private allotment with established trees only a short walk into town, and at the base of Falls Creek.<br/><br/>Call Donna Rupp today to arrange an inspection 0429 534 538.","['Carport: 1', 'Garage: 2', 'Living Areas: 1']",sold,2020-02-11,False,PDMVKC,['2178830'],7-Braeside-Court-Tawonga-South-Vic-3698
202557422,Acerage close to town!,residential land,sold,established,"$365,500",,0,0,0,15000 m2,"Vendor's Instructions: If you wish to submit an offer, please do so by speaking with the Agent. Best and final offers will be accepted and given to the vendor on the 10th of December 2019, when a decision will be made. <br/>Located close to Mount Beauty, this stunning 3.70 acres is surrounded by the beautiful undulating hills of Tawonga South. The land has Irrigation lines run through a large portion of the block which gives you water for your vegetable gardens all year round. <br/>Power is located in 2 sections on the boundary of the block, an electrician would need to provide a quote for the cost from this point to a property. Town sewerage is not available however a septic treatment plant could be installed for your home. <br/>Water is tank water only. A financial agreement can be put in place with the existing land owner nearby to have water pumped to initially fill the tanks. Irrigation is ran separately to the tank water.<br/>Mountain Gym Fitness and Massage is located close by for all of your fitness needs. <br/>The block sits amongst the stunning Annapurna Estate Vineyard where you can visit the beautiful cafe for a breakfast or lunch treat. <br/>Summit View Road may not show up on maps, please follow Simmonds Creek Road until you see an Elders Real Estate arrow. Approx 2km from Kiewa Valley Highway.<br/>If you have any questions please contact Megan New on 0403456431.",[],sold,2019-12-18,False,UWTDPS,[''],21-Summit-View-Road-Tawonga-South-Vic-3698
130136254,Penthouse Apartment - Dreamers Resort,apartment,sold,established,"$572,000",,3,2,1,311 m2,"A unique, architecturally designed apartment set in stunning, resort style surrounds that offers permanent occupancy or the opportunity to holiday let as luxury accommodation.<br/>The 'Penthouse' is set overlooking a picturesque creek and this outstanding Eco Friendly apartment is part of the Dreamers development situated on 5 acres in the heart of Tawonga South—just moments from the picturesque village of Mount Beauty. <br/>The apartment has been built using the ‘Eco Friendly’ principle and features include rammed earth walls, double glazing, polished concrete flooring and the use of natural timbers.<br/>Internally the spacious apartment offers three bedrooms and two <br/>bathrooms. <br/> A well designed kitchen featuring Australian Blackwood cabinetry, gas cooking and dishwasher showcases a stunning and unique feature glass dining table that blends seamlessly into the cabinetry and overlooks the deck and tranquil creek vista through the huge window. A space that can be further enhanced by opening the huge bi fold doors to the delightful front deck. Step through to the lounge area, a cosy and intimate space with gas open fire, comfortable seating, feature timber, beautiful timber framed, glass doors to showcase the outside vistas and a curved, rammed earth wall. <br/>Three spacious bedrooms—the two downstairs rooms offer direct access to the private rear courtyard. The master bedroom is located upstairs and provides a relaxing haven that mixes functionality, design flair ands it's own deck for taking in the views. <br/>The large deck is a great space to entertain or simply relax and enjoy the sound of the creek flowing by.<br/>This stunning Strata Titled apartment is being sold furnished and has a land area of 311m2. <br/>The picturesque property also features a stunning pool area and tranquil lagoon that forms a part of the common property. The Body Corporate Fees on the property are approx. $3550.00 per annum.<br/>Previously used for holiday accommodation the apartment is set up to continue as a short term let or to be occupied privately. <br/>This apartment is a must see for those seeking a unique property with the added advantage of resort style living. <br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>","['Balcony', 'Garage: 1', 'Broadband Internet Available', 'Dishwasher', 'Ducted Vacuum System', 'Ensuite: 1', 'Hydronic Heating', 'Living Areas: 1', 'Pay TV Access', 'Toilets: 2']",sold,2019-11-26,False,ALAMOU,['454416'],4/208-222-Kiewa-Valley-HIghway-Tawonga-South-Vic-3698
130592438,Large home on large block,house,sold,established,"$400,000",,4,3,2,1722 m2,"Hard to come by 1761sqm of land with a two storey, four bedroom home over looking the mountains. All four bedrooms have built in robes, two of the bedrooms have en-suites. Main bathroom and three bedrooms downstairs with fourth bedroom upstairs with its own lounge room and study nook. The home was built in the 80's and still has the 80's charm. The large backyard consists of a chook shed and garden shed with undercover pergola area off the dining room. This is one not to miss, call now for your inspection!","['Balcony', 'Carport: 1', 'Garage: 1', 'Air Conditioning', 'Toilets: 2']",sold,2019-11-04,False,UWTDPS,[''],2144-Tawonga-Gap-Road-Tawonga-South-Vic-3698
131092866,Renovators Delight,house,sold,established,"$267,000",,3,1,1,530 m2,"Located in the first estate of Tawonga South, this 3-bedroom home soaks up the morning sun with views of Mount Bogong from the front deck. This home is suited to a first home buyer, investor or anyone that enjoys having the freedom to unleash their inner designer! <br/><br/>With 3 bedrooms, each with Built in Robes, there is plenty of room to house the family. The open plan lounge room flows through to the dining room and kitchen providing an entertaining hub for the family. The main bathroom includes a bath, shower, basin and a two-way door allowing access to the toilet from the laundry. <br/><br/>Outside you will admire the established gardens which offer a beautiful backdrop when enjoying the outdoor space. The land is 530sqm and includes a garden shed and carport.<br/><br/>This property has been loved for many years but now it is time for the new owners to make their mark on the home and start making new memories.<br/><br/>Call today to arrange an inspection!",['Carport: 1'],sold,2019-10-01,False,UWTDPS,[''],8-Baker-Street-Tawonga-South-Vic-3698
202361614,One Acre of Premier Residential Land in Highland Court,residential land,sold,established,"$320,000",,0,0,0,4021 m2,"Outstanding low density residential land situated in Highland Court, Tawonga South. <br/><br/>A rare opportunity to purchase a one acre block of residential land in this sought after location. <br/><br/>Services available to be connected include:- <br/>Town Water <br/>Power <br/>Telephone<br/><br/>Gently sloping down to Simmonds Creek, the rear of the property adjoins Crown Land and native bushland giving you access to thousands of acres from your back door step to enjoy with pursuits such as hiking and biking.<br/>An inspection of the property will not disappoint. <br/>",[],sold,2019-09-30,False,ALAMOU,"['454416', '2246710']",5-Highland-Court-Tawonga-South-Vic-3698
130907542,Impressive Views & Quality Living,house,sold,established,"$470,000",,3,2,3,520 m2,"If you are seeking low maintenance living, impressive views and a quality build, then look no further than this GJ Gardner home.<br/>Be the envy of your neighbours whilst you entertain on the spacious outdoor deck, enjoying all the views for years to come.<br/><br/>The open plan living/kitchen/dining is generous in size, with the kitchen having electric appliances, dishwasher and a dream sized island bench for the home chef.<br/>With the addition of a wood fire to keep you warm in the winter months and a split system heating/cooling for convenience. <br/><br/>Comprising three bedrooms with built in robes and ceilings fans throughout.<br/>Spacious master bedroom complete with ensuite, main bathroom with bath and separate laundry. <br/>Underneath this home you will find a double garage/workshop, fully concreted and powered, with a good sized storage area, perfect for a wine cellar.<br/><br/>The rear yard is compact, yet practical with wood shed, and offers a large carport to house the caravan, boat or trailer.<br/><br/>Reap the benefits of the solar system, and the location, only a short stroll to shops.<br/><br/>Call today for an inspection you will be impressed.<br/><br/>Note - shipping container not included in sale.","['Carport: 1', 'Deck', 'Garage: 2', 'Secure Parking', 'Built-in Wardrobes', 'Living Areas: 1', 'Reverse-cycle Air Conditioning', 'Toilets: 2', 'Workshop']",sold,2019-08-27,False,PDMVKC,['2178830'],101-Kiewa-Valley-Highway-Tawonga-South-Vic-3698
202322542,Build your Dream,residential land,sold,established,"$115,000",,0,0,0,520 m2,"This is a rare opportunity to purchase vacant land in the first estate of Tawonga South.<br/><br/>This corner block situated on St Bernard Drive <br/>showcases views of Mount Bogong and surrounding hills from its elevated aspect. <br/>The land is cleared, maintained and ready for you to build your dream home on.<br/> <br/>Connections Available Include:<br/>Town water<br/>Town Sewerage<br/>Power<br/>Telephone<br/>Size: 520m2 approximately <br/>Zoned: General Residential 1 <br/><br/>One of the very few vacant blocks of land left on the Estate—this property offers elevation and aspect.<br/><br/>",[],sold,2019-08-21,False,ALAMOU,['454416'],59-St-Bernard-Drive-Tawonga-South-Vic-3698
131023386,Substantial Home with Sweeping Mountain Views,house,sold,established,"$487,500",,6,2,1,1800 m2,"This substantial home in Tawonga South offers many opportunities for the new owner.<br/>Residing on a block of approx.1800m2 the two storey brick veneer residence is rendered and features a deck across the first floor to take <br/>advantage of the sweeping mountain views. The large block offers the possibility to subdivide further (S.T.C.A) <br/> <br/>The downstairs area of the home features three spacious bedrooms that let in plenty of light and sunshine. The downstairs lounge area is a central space and presents an enormous feature window and split system air conditioning. <br/>Downstairs also comprises a compact kitchen area with electric cooking and appealing outlook over the large backyard. A large bathroom that offers separate bath and shower will also impress. <br/>Undercover parking in the single garage is also included in the 126m2 downstairs area.<br/><br/>The first floor of the home also offers three spacious and bright bedrooms, complete with robes. <br/>The large kitchen area offers plenty of bench space and storage and lovely views out to the reserve <br/>adjacent to the property. A dining area large enough for family feasts adjoins the kitchen and direct <br/>access to the lovely front verandah and outstanding mountain and scenery views is an added bonus. <br/>The upstairs lounge also features split system air conditioning and again, direct access to the first floor deck—an idea space for relaxation and taking in the natural beauty of the area we are fortunate enough to live in. <br/><br/>The large block of approx. 1800m2 is landscaped with mature trees and vines. Two large chestnut tree’s dominate the back yard and offer a shady oasis during the hot summer months and delicious chestnuts to roast over the fire in the cooler months. <br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/><br/>","['Balcony', 'Garage: 1', 'Shed', 'Broadband Internet Available', 'Built-in Wardrobes', 'Living Areas: 2', 'Pay TV Access', 'Reverse-cycle Air Conditioning', 'Toilets: 2']",sold,2019-08-15,False,ALAMOU,['454416'],8-Vails-Road-Tawonga-South-Vic-3698
131247806,Green Hedge Cabin with stunning Bogong views!,house,sold,established,"$527,000",,3,2,0,,"Take advantage of this near new modern home ready to walk in and enjoy! Currently operating as a holiday rental, the property is fully furnished and equipped with everything you need.<br/>With modern, neutral fixtures and fittings throughout, two living areas, master with ensuite and walk in robes, butlers pantry and much more, properties of this calibre and design are a rare opportunity in the Kiewa Valley area.<br/><br/>The sparkling kitchen features all new stainless steel quality appliances, two pack cabinetry, and spacious butlers pantry/laundry off the side to hide all the mess.<br/><br/>The huge master bedroom includes a spacious walk in robe opening into a sunny modern ensuite, is well separated from the other bedrooms and a superb ‘parents retreat’. The second and third bedrooms share a spacious main bathroom with bath tub.<br/><br/>There are two living areas; the main lounge area off the kitchen that opens onto the entertaining deck, and an additional rumpus room/dining room at the rear of the property, also with it’s own small decked area and opening onto the huge grassed backyard.<br/><br/>The land has potential for subdivision STCA with dual access from the highway or Heberles Road, meaning this property has multiple investment options and being located in a prime area of Tawonga South with Flour + Water, Wonderland Emporium and Nourish Wholefoods directly opposite, it appeals to holiday makers, prospective tenants, and owner occupiers alike.<br/><br/>Inspections are by appointment only, but make it quick! This property is unlikely to last long with peak winter season commencing in a few short weeks...<br/>","['Deck', 'Air Conditioning', 'Built-in Wardrobes', 'Dishwasher', 'Floorboards', 'Rumpus Room', 'Split-system Air Conditioning']",sold,2019-08-07,False,EFSGQK,['2264082'],176-Kiewa-Valley-Highway-Tawonga-South-Vic-3698
129601698,Well Maintained Home on a Double Block in Tawonga South,house,sold,established,"$368,000",,4,2,2,1066 m2,"This well maintained home in Tawonga South is situated on a double block in St Bernard Drive and offers views of Mount Bogong, a spacious and inviting home and plenty of outdoor space.<br/><br/>Features Include:-<br/><br/>A spacious main bedroom with walk in robe and large ensuite bathroom including a corner spa<br/><br/>Three further bedrooms with robes - a total of four bedrooms<br/><br/>Open dining and kitchen featuring electric cooking, large pantry and plenty of bench space<br/><br/>Separate lounge area that offers plenty of space and views out over the deck<br/><br/>The main bathroom feature separate bath and shower<br/><br/>A double carport and garden shed <br/><br/>Large deck, perfect for entertaining guests and quiet <br/>summer evenings over the BBQ<br/><br/>This is a unique opportunity to purchase a property on a double block in the First Estate in a sought after location.<br/><br/><br/>Make you appointment today to view.<br/><br/><br/><br/>","['Carport: 2', 'Deck', 'Outdoor Entertaining Area', 'Shed', 'Broadband Internet Available', 'Built-in Wardrobes', 'Ensuite: 1', 'Living Areas: 1', 'Pay TV Access', 'Reverse-cycle Air Conditioning', 'Toilets: 2']",sold,2019-04-05,False,ALAMOU,['454416'],13-15--StBernard-Drive-Tawonga-South-Vic-3698
130175022,A beautiful home to live in during any season,house,sold,established,"$675,000",,4,2,2,4001 m2,"This magnificent property is located in the beautiful Alpine township of Tawonga South, neighbouring Mount Beauty on a parcel of 4,001 square metres. <br/><br/>The home is of architect designed style, built by a well known local builder Andrew Mull, over split floor levels and comprises a functional floor plan of four bedrooms, two bathrooms and detached double garage. <br/> <br/>The immaculate living space includes lounge / family area, kitchen and meals to which has been maintained to an extremely high standard and features good quality carpets and window furnishings, double glazed windows and polished timber floors. There is a slow combustion heater, split system air conditioner and double blinds providing a year round comfortable living environment. The property is on town water and has a Taylex septic system and a solar hot water service. <br/><br/>The land is sloping in contour and the home is elevated on hillside with an expansive yard, extensive landscaped gardens, retaining walls, pebble and concrete paths and concrete driveway.<br/><br/>The home is completed with a front patio and at the rear, a timber verandah / deck capturing the uninterrupted, spectacular panoramic views to the to the east towards Mount Bogong and the surrounding mountains and valleys.","['Balcony', 'Garage: 2', 'Secure Parking', 'Air Conditioning', 'Floorboards']",sold,2019-01-30,False,DIMWGO,['1448082'],31-Ranch-Road-Tawonga-South-Vic-3698
202226490,Uninterrupted Views of Mount Bogong,residential land,sold,established,"$160,000",,0,0,0,534 m2,"Stunning views of the Kiewa Valley and Mount Bogong will be yours from this elevated block situated in a great position in Tawonga South. Great opportunity to own your own slice of paradise and build your dream home to soak in the magnificent year round views. Buckland Street is situated less than 5km from the main street of Mount Beauty where you will find all you need including grocery shop, newsagency, banks, chemist & welcoming coffee shops. Also located close to primary and secondary schools. Don't delay and turn your dreams into reality!",[],sold,2019-01-18,False,UWTDPS,['856403'],11-Buckland-Street-Tawonga-South-Vic-3698
201605418,PREMIUM BLOCK OF 1 ACRE WITH OUTSTANDING ASPECT AND VIEWS TO MOUNT BOGONG,residential land,sold,established,"$240,000",,0,0,0,4003 m2,"ONE ACRE ALLOTMENT WITH GREAT ELEVATION AND <br/>OUTSTANDING VIEWS<br/><br/>This 1 acre property offers a stunning <br/>outlook from it’s elevated position in Tawonga South.<br/><br/>Offering magnificent views to Mt Bogong <br/>and surrounding peaks, this property offers you aspect, size and some of the best views to be had in the area. <br/><br/>LOW DENSITY RESIDENTIAL ZONE <br/><br/><br/><br/>",[],sold,2018-08-16,False,ALAMOU,['454416'],"Lot-1,-Ranch-Road-Tawonga-South-Vic-3698"
201651262,Outstanding Views from this Elevated Aspect,residential land,sold,established,"$92,000",,0,0,0,567 m2,"11 REID COURT, TAWONGA SOUTH <br/><br/>Lovely block in developed area that offers outstanding views of Mount <br/>Bogong and surrounding hills as well as farmland and the township of Mount Beauty.<br/><br/>Services are available to be connected to this block.<br/><br/>$100,000<br/>",[],sold,2018-08-16,False,ALAMOU,['454416'],11-Reid-Court-Tawonga-South-Vic-3698
201862646,Vacant / Private & Ready To Build On,residential land,sold,established,"$162,000",,0,0,0,5547 m2,"Just hit the market is one of only 2 left in the street and available to build on, in Beautiful Tawonga South sits this 5547m2 (approx.) elevated and very private block, surrounded by amazing views of Mount Bogong and surrounds as well as beautiful established homes and only 30 mins from the Falls Creek Skiing Village, enquire today this block might just fit your dream home on it.",[],sold,2017-09-05,False,UWTDPS,[''],198-Simmonds-Creek-Road-Tawonga-South-Vic-3698
124054854,Impressive Home - Lovely Aspect - Mountain Views,house,sold,established,"$386,000",,3,2,2,,"This lovely home is situated in the quiet surrounds of Marum Court<br/>and offers the owner outstanding views and a great aspect all <br/>contained within a modern and spacious home.<br/><br/>The first level of the home welcomes you with a delightful entry hall that leads you into a spacious and open living space. <br/>Mountain views are in abundance and further enhanced by a large timber deck that runs the width of the home. <br/>The living space blends seamlessly into the kitchen of the home and features a walk in pantry and dishwasher as well as gas hob and electric oven.<br/>The master bedroom features a large walk in robe that leads through to the ensuite bathroom that is both spacious and well appointed.<br/>Also featured on this level is a study, well equipped laundry and direct access to the double garage.<br/><br/>Downstairs there are two double bedrooms and a generous<br/>bathroom with separate bath. A kitchenette, neat lounge space and direct access to outside mean that this area could be contained from the upstairs of the house, perfect for a B&B arrangement.<br/><br/>Equipped with 1.9kw power this modern and appealing home <br/>offers options and opportunities for a growing family or maybe you are retired and need somewhere for the guests to stay??<br/><br/>A genuine vendor is keen to sign contracts so make your appointment today to view this special home!!<br/>","['Balcony', 'Garage: 2', 'Remote Garage', 'Built-in Wardrobes', 'Dishwasher', 'Ensuite: 1', 'Living Areas: 2', 'Reverse-cycle Air Conditioning', 'Study', 'Toilets: 2']",sold,2017-03-21,False,ALAMOU,['454416'],2-Marum-Court-Tawonga-South-Vic-3698
124301050,SPACIOUS COTTAGE - Only 30 Minutes To The Snow!!,house,sold,established,"$220,000",,2,1,0,,"This is one to be quick for  Beautifully updated 8 years ago this weatherboard home is spacious, modern, light & bright. Comprising 2 bedrooms, freshly renovated full bathroom with bath, lounge, separate dining area plus a gourmet kitchen with 4 burner gas cooktop, oven & dishwasher, ample cupboard space and lovely tiled splash backs. Featuring polished floor boards, split system reverse cycle unit, panel heating and gas port for extra heater keeping you comfortable year round. For entertaining and relaxing there is a gorgeous, large deck at the front of the home which runs the full length to sit back and watch the world go by. Located on 414m2 (approx) of elevated land & currently leased at $235per week with amazing tenants.",['Toilets: 1'],sold,2017-01-10,False,UWTDPS,[''],9-Reid-Court-Tawonga-South-Vic-3698
120946078,Modern - Private...and unequally situated,house,sold,established,"$475,000",,3,2,2,4047 m2,"This modern home was constructed in 2006 and carries a five star rating. Situated on approx. 1 acre of mature landscape and incorporating stunning mountain views and privacy from its elevated position.<br/>The property features include 4.5kw of solar power, solar hot water and approx.27,000litres of rain water tanks for the gardens. <br/>The land is connected to town water and sewer.<br/>The upper level of the home comprises a spacious and beautifully appointed kitchen featuring Mountain Ash Cabinetry, large pantry, wall oven, and dishwasher.<br/>The living/dining area is expansive and opens out from the kitchen into an attractive space that features timber flooring and showcases the <br/>stunning outlook. A large master bedroom with walk through robe to main bath incorporating double vanity, roomy shower and bath adjoins the second upstairs bedroom. <br/>Downstairs is perfect for guests or older children. A large bedroom, lounge area and bathroom/laundry with its own heat and access. Storage is in abundance in this home, the rooms are large and airy and the home is modern and comfortable. It is also very competitively priced in todays market!<br/><br/>Make an appointment today to view this well built, private and very appealing property!<br/>","['Carport: 2', 'Deck', 'Built-in Wardrobes', 'Dishwasher', 'Floorboards', 'Living Areas: 2', 'Reverse-cycle Air Conditioning', 'Toilets: 2']",sold,2017-01-03,False,ALAMOU,['454416'],36-Sunrise-Lane-Tawonga-South-Vic-3698
201575678,MORTGAGEE SALE,residential land,sold,established,"$40,000",,0,0,0,187 m2,Residential 1 Zone<br/>Rear Laneway <br/>Outstanding Views of Mount Bogong and the Kiewa Valley<br/>Land 187m2 (approx.)<br/>Adjoining Property also for sale. <br/><br/>The adjoining building is also available for sale. <br/>Consolidation of the two Titles increases development <br/>opportunities. <br/><br/>Inspection by Appointment <br/>TERMS <br/>60 Day Settlement <br/>10% Deposit upon signing <br/>,[],sold,2016-10-03,False,ALAMOU,['454416'],177--Kiewa-Valley-Highway-Tawonga-South-Vic-3698
119153735,Dreams Do Come True,house,sold,established,"$390,000",,4,2,1,1995 m2,"Set on a beautifully maintained 1995m2 elevated allotment with amazing uninterrupted views of Mount Bogong and amongst Towonga South finest homes sit this large custom built family home.<br/>- 4 large bedrooms plus study, main with walk in robe and ensuite.<br/>- Master chef kitchen offering double oven, dishwasher and granite bench tops.<br/>- Two grand living zones with additional dining room plus separate meals area.<br/>- Heating is via in floor slab heating plus additional wall unit for very fresh winter days.<br/>- Floating timber floorboards updated carpets and 2.5KW solar system are other features of the home.<br/>- Picturesque outdoor entertaining zone with remarkable valley views.<br/>- Manicured allotment of 1995m2 offer an array of fruit trees and low maintenance shrubbery.<br/>- Only 40mins drive from Falls Creek Resort & 1 hour 15mins from Mt Hotham Ski Resort<br/>This grand residence is a must to inspect for those who desire the finer things in life.","['Garage: 1', 'Toilets: 2']",sold,2016-08-19,False,UWTDPS,['856235'],14-Allamar-Court-Tawonga-South-Vic-3698
201336370,Absolutely Perfect!!!,residential land,sold,established,"$255,000",,0,0,0,4766 m2,Outstanding Residential Block <br/>Over 1 Acre of Prime Land<br/>Direct Views to Mount Bogong <br/>Farming Land adjoins at Rear<br/>Water Connected<br/>Services Available <br/>Sealed Road Access <br/>Ready to Build <br/>Situated in Central but Quiet Area<br/><br/><br/>,[],sold,2016-08-13,False,ALAMOU,['454416'],"Lot-2,-Heberles-Road-Tawonga-South-Vic-3698"
201202733,Quiet Court Location - Views to Bogong,residential land,sold,established,"$87,500",,0,0,0,600 m2,One of only a few undeveloped blocks remaining in the first estate this lovely piece of land is situated in a quiet court and offers views of snow capped mountains and Mount Bogong.<br/><br/>Comprising approx. 600 m2 of land with services available <br/>including town water and <br/>sewerage.<br/><br/>,[],sold,2016-08-13,False,ALAMOU,['454416'],12-Damms-Court-Tawonga-South-Vic-3698
120103293,The Perfect Tree Change Retreat,house,sold,established,"$245,000",,2,1,1,372 m2,"This lovely two bedroom home is low maintenance, modern and appealing. <br/>Perfect for the retired couple looking for a tree change holiday home that is low maintenance, modern and offers all of the comforts you expect. Equally perfect as the first home for a young couple wanting to enjoy a low maintenance property.<br/>The light and bright interior is designed to take advantage of the mountain views and features a delightful, sunken lounge with sloped ceiling opening onto the dining and kitchen areas at one end and a delightful deck at the front.<br/>Two spacious bedrooms with robes are included and the bathroom features a separate, full bath, large shower and plenty of space for storage.<br/>The single garage has been converted into a fantastic work room, storage or home office and includes heating and cooling. A very comfortable space that would lend itself to a number of uses. <br/>Positioned to take advantage of the lovely mountain views on offer, this home is a great buy and one that you will enjoy for many years to come. <br/>Make your appointment today!<br/>","['Carport: 1', 'Deck', 'Secure Parking', 'Built-in Wardrobes', 'Living Areas: 1', 'Reverse-cycle Air Conditioning', 'Toilets: 1']",sold,2016-07-20,False,ALAMOU,['454416'],163-Kiewa-Valley-Highway-Tawonga-South-Vic-3698
200957191,Brian Phegan Presents Two Pristine Life Style Lots,residential land,sold,established,"$305,000",,0,0,0,,Highlights<br/><br/>Realisation Auction<br/>Prior Offers considered<br/>Lot 3 Sold<br/>Short Distance to Mt Beauty Township<br/>Rare Opportunity<br/>Access to bush land<br/>Mature Chestnut Grove<br/>Mountain Views<br/>Ideal home sites<br/>Sub divisional potential S.T.C.A<br/><br/>,[],sold,2016-07-14,False,QDCILI,['660071'],240-Simmonds-Creek-Road-Tawonga-South-Vic-3698
120918109,Signature Residence in Commanding Position,house,sold,established,"$720,000",,3,2,5,24300 m2,"Majestically positioned on approx. 6 acres in Tawonga South with an elevation that allows for 180 degree’s of mountain, valley, farming and township views - this property is an example of the areas absolute best.<br/>Built by the local Timber Mill owner as his own residence this stunning home showcases some of the local areas most beautiful timbers.<br/>Featuring three bedrooms plus study, the master bedroom is a statement in opulence! From the deep spa bath, large shower, opulent views, luxurious walk in robe and delightful powder room - you will be entranced.<br/>The living area is hexagon in shape and features a beautiful brick chimney that runs through each of the two floors. With floor to ceiling glass on four sides the light and stunning landscape scenes just pour into the room. River Red Gum laminated beams and wide Iron Bark Lining Boards are further features of this stunning and unique room.<br/>The kitchen - filled with light, breathtaking views and completed in local Alpine Ash. <br/>Downstairs features the grand entry, a beautiful space of slate flooring, natural light and beautiful timbers.<br/>There are two large bedrooms with robes downstairs as well as a spacious bathroom with generous vanity, huge shower and separate toilet. <br/>Storage is abundant in the cellar which has access directly out to car parking.<br/>6 magical acres, a combination of parkland grass and native bush.<br/>This local, signature residence is one of a kind and a rare opportunity to buy one of the area","['Balcony', 'Carport: 3', 'Garage: 2', 'Outdoor Entertaining Area', 'Shed', 'Built-in Wardrobes', 'Dishwasher', 'Ensuite: 1', 'Living Areas: 1', 'Reverse-cycle Air Conditioning', 'Study', 'Toilets: 2']",sold,2016-05-14,False,ALAMOU,['454416'],25-Buckland-Street-Tawonga-South-Vic-3698
121569922,"Your Own Piece of Paradise, right in the heart of Tawonga South",house,sold,established,"$286,000",,4,1,5,,"When you arrive at this lovely property you will feel the space around you… With a large front yard right through to the double garage (with power & lights) down to the in-ground pool that overlooks stunning rural land.<br/><br/>With four bedrooms—all carpeted, three of which have built in robes, plus a study, this house leads itself towards family living. The open kitchen/dining area features electric-cooking, dishwasher and plenty of cupboard space for all your needs.<br/><br/>A wood heater, gas heating, ducted evaporative cooling and solar hot water are added features of this home.<br/><br/>Externally you will find a large partially covered deck to sit out on and watch the family play in the pool area and potter in the spacious yard.<br/>A carport and double garage have your car spots covered.<br/><br/>This lovely property sits upon approx. 1000 sq metres of land in a much sought after street in Tawonga South.<br/><br/>An inspection will not disappoint..<br/><br/>","['Carport: 1', 'Deck', 'Garage: 2', 'Open Spaces: 2', 'Outdoor Entertaining Area', 'Secure Parking', 'Shed', 'Swimming Pool - Inground', 'Built-in Wardrobes', 'Dishwasher', 'Ducted Cooling', 'Floorboards', 'Living Areas: 1', 'Study', 'Toilets: 2']",sold,2016-02-11,False,ALAMOU,['454416'],29-Simmonds-Creek-road-Tawonga-South-Vic-3698
